Id;MathScore;ReadingScore;WritingScore;fk_Student;Year
1070;35;58;40;267;2020
1071;27;71;43;267;2021
1072;47;39;55;268;2018
1073;54;31;52;268;2019
1074;57;28;56;268;2020
1075;57;31;45;268;2021
1076;44;40;38;269;2018
1077;47;47;52;269;2019
1078;39;49;45;269;2020
1079;48;45;38;269;2021
1080;47;46;70;270;2018
1081;41;40;47;270;2019
1082;50;49;36;270;2020
1083;54;46;39;270;2021
1084;81;44;37;271;2018
1085;73;55;87;271;2019
1086;63;43;80;271;2020
1087;52;48;74;271;2021
1088;69;51;52;272;2018
1089;85;38;64;272;2019
1090;73;36;87;272;2020
1091;61;28;83;272;2021
1092;40;35;35;273;2018
1093;34;31;36;273;2019
1094;32;31;36;273;2020
1095;38;35;40;273;2021
1096;54;61;42;274;2018
1097;57;49;56;274;2019
1098;60;40;59;274;2020
1099;51;36;75;274;2021
1100;85;31;88;275;2018
1101;76;29;69;275;2019
1102;78;25;62;275;2020
1103;71;30;64;275;2021
1104;66;48;40;276;2018
1105;59;36;60;276;2019
1106;56;30;62;276;2020
1107;69;29;54;276;2021
1108;25;37;61;277;2018
1109;20;39;28;277;2019
1110;24;43;18;277;2020
1111;20;39;25;277;2021
1112;41;41;83;278;2018
1113;47;40;48;278;2019
1114;42;37;53;278;2020
1115;45;37;34;278;2021
1116;58;35;59;279;2018
1117;45;36;61;279;2019
1118;54;43;37;279;2020
1119;55;39;57;279;2021
1120;39;79;56;280;2018
1121;32;95;35;280;2019
1122;25;86;34;280;2020
1123;28;101;22;280;2021
1124;67;31;51;281;2018
1125;66;29;62;281;2019
1126;76;30;77;281;2020
1127;83;32;67;281;2021
1128;56;50;28;282;2018
1129;43;43;47;282;2019
1130;39;38;47;282;2020
1131;42;35;34;282;2021
1132;41;71;44;283;2018
1133;43;67;40;283;2019
1134;34;53;43;283;2020
1135;42;50;32;283;2021
1136;26;58;33;284;2018
1137;27;56;20;284;2019
1138;22;50;27;284;2020
1139;24;55;25;284;2021
1140;56;69;26;285;2018
1141;47;59;60;285;2019
1142;36;49;48;285;2020
1143;37;55;38;285;2021
1144;60;46;38;286;2018
1145;47;37;52;286;2019
1146;47;32;39;286;2020
1147;59;31;53;286;2021
1148;67;60;55;287;2018
1149;72;73;73;287;2019
1150;78;69;74;287;2020
1151;75;70;61;287;2021
1152;85;33;62;288;2018
1153;105;34;77;288;2019
1154;93;36;115;288;2020
1155;102;44;92;288;2021
1156;42;52;81;289;2018
1157;50;44;33;289;2019
1158;55;44;58;289;2020
1159;58;50;61;289;2021
1160;37;34;27;290;2018
1161;35;32;39;290;2019
1162;42;36;32;290;2020
1163;37;36;33;290;2021
1164;51;30;52;291;2018
1165;64;37;46;291;2019
1166;68;43;63;291;2020
1167;82;48;56;291;2021
1168;38;67;40;292;2018
1169;35;58;36;292;2019
1170;35;56;42;292;2020
1171;27;43;43;292;2021
1172;33;39;58;293;2018
1173;27;32;26;293;2019
1174;21;25;23;293;2020
1175;24;31;19;293;2021
1176;50;41;62;294;2018
1177;43;49;43;294;2019
1178;35;56;47;294;2020
1179;42;69;35;294;2021
1180;61;71;30;295;2018
1181;57;61;53;295;2019
1182;60;71;61;295;2020
1183;50;87;61;295;2021
1184;91;36;67;296;2018
1185;82;45;72;296;2019
1186;70;41;68;296;2020
1187;63;47;68;296;2021
1188;49;81;41;297;2018
1189;50;93;53;297;2019
1190;38;84;60;297;2020
1191;46;80;35;297;2021
1192;35;34;52;298;2018
1193;36;29;30;298;2019
1194;36;22;40;298;2020
1195;45;27;42;298;2021
1196;61;30;33;299;2018
1197;53;34;66;299;2019
1198;65;41;64;299;2020
1199;65;40;54;299;2021
1200;78;43;54;300;2018
1201;62;33;76;300;2019
1202;68;40;50;300;2020
1203;57;45;56;300;2021
1204;61;43;81;301;2018
1205;63;40;71;301;2019
1206;58;42;73;301;2020
1207;51;50;63;301;2021
1208;63;57;45;302;2018
1209;66;60;54;302;2019
1210;50;62;62;302;2020
1211;49;74;39;302;2021
1212;53;62;63;303;2018
1213;64;51;62;303;2019
1214;54;51;72;303;2020
1215;53;61;42;303;2021
1216;53;41;81;304;2018
1217;47;46;63;304;2019
1218;52;44;54;304;2020
1219;59;40;52;304;2021
1220;54;40;42;305;2018
1221;47;44;66;305;2019
1222;41;55;53;305;2020
1223;32;52;44;305;2021
1224;44;62;50;306;2018
1225;37;56;46;306;2019
1226;40;59;29;306;2020
1227;36;62;41;306;2021
1228;42;32;69;307;2018
1229;50;32;41;307;2019
1230;46;36;42;307;2020
1231;45;28;56;307;2021
1232;45;32;38;308;2018
1233;39;29;38;308;2019
1234;44;23;44;308;2020
1235;35;28;46;308;2021
1236;58;51;36;309;2018
1237;66;39;50;309;2019
1238;50;32;60;309;2020
1239;43;37;44;309;2021
1240;52;39;55;310;2018
1241;56;43;64;310;2019
1242;47;47;43;310;2020
1243;57;55;49;310;2021
1244;77;52;73;311;2018
1245;79;40;82;311;2019
1246;97;41;61;311;2020
1247;92;44;76;311;2021
1248;44;63;57;312;2018
1249;47;56;51;312;2019
1250;47;43;54;312;2020
1251;52;46;48;312;2021
1252;65;71;30;313;2018
1253;53;72;71;313;2019
1254;60;69;62;313;2020
1255;71;56;54;313;2021
1256;43;74;43;314;2018
1257;35;92;40;314;2019
1258;31;86;42;314;2020
1259;37;81;31;314;2021
1260;67;46;44;315;2018
1261;54;43;79;315;2019
1262;45;49;46;315;2020
1263;39;39;37;315;2021
1264;48;51;65;316;2018
1265;46;50;58;316;2019
1266;56;40;39;316;2020
1267;44;38;58;316;2021
1268;48;67;52;317;2018
1269;59;73;43;317;2019
1270;45;77;53;317;2020
1271;46;86;51;317;2021
1272;47;41;38;318;2018
1273;45;38;56;318;2019
1274;54;43;47;318;2020
1275;60;49;63;318;2021
1276;41;35;84;319;2018
1277;41;44;43;319;2019
1278;41;40;44;319;2020
1279;50;33;49;319;2021
1280;66;35;74;320;2018
1281;60;38;79;320;2019
1282;74;35;73;320;2020
1283;65;28;65;320;2021
1284;83;68;57;321;2018
1285;90;60;73;321;2019
1286;73;69;90;321;2020
1287;63;63;67;321;2021
1288;54;44;30;322;2018
1289;41;34;54;322;2019
1290;34;42;47;322;2020
1291;32;33;27;322;2021
1292;33;80;76;323;2018
1293;27;69;31;323;2019
1294;24;59;32;323;2020
1295;18;48;25;323;2021
1296;40;41;58;324;2018
1297;49;39;45;324;2019
1298;60;30;41;324;2020
1299;62;32;71;324;2021
1300;76;38;62;325;2018
1301;70;34;93;325;2019
1302;75;30;87;325;2020
1303;79;24;92;325;2021
1304;53;78;62;326;2018
1305;50;90;40;326;2019
1306;45;107;44;326;2020
1307;35;108;50;326;2021
1308;78;35;54;327;2018
1309;84;36;84;327;2019
1310;99;38;90;327;2020
1311;115;46;87;327;2021
1312;27;81;63;328;2018
1313;32;83;31;328;2019
1314;31;74;32;328;2020
1315;23;61;30;328;2021
1316;56;35;45;329;2018
1317;54;33;43;329;2019
1318;63;37;62;329;2020
1319;54;42;68;329;2021
1320;26;44;42;330;2018
1321;21;46;31;330;2019
1322;21;40;20;330;2020
1323;22;45;17;330;2021
1324;46;71;67;331;2018
1325;47;77;57;331;2019
1326;52;72;44;331;2020
1327;42;82;42;331;2021
1328;53;75;51;332;2018
1329;47;83;54;332;2019
1330;36;99;54;332;2020
1331;38;98;31;332;2021
1332;54;74;51;333;2018
1333;52;81;50;333;2019
1334;43;80;40;333;2020
1335;41;91;50;333;2021
1336;43;55;54;334;2018
1337;49;56;36;334;2019
1338;57;54;60;334;2020
1339;44;55;57;334;2021
1340;45;31;35;335;2018
1341;38;26;54;335;2019
1342;33;26;40;335;2020
1343;25;26;29;335;2021
1344;85;59;48;336;2018
1345;81;70;95;336;2019
1346;77;64;76;336;2020
1347;92;57;83;336;2021
1348;35;29;52;337;2018
1349;37;26;38;337;2019
1350;37;20;29;337;2020
1351;42;20;30;337;2021
1352;60;41;59;338;2018
1353;65;41;68;338;2019
1354;54;40;66;338;2020
1355;43;32;67;338;2021
1356;46;83;48;339;2018
1357;38;72;55;339;2019
1358;42;71;29;339;2020
1359;52;65;48;339;2021
1360;46;38;62;340;2018
1361;55;36;43;340;2019
1362;62;33;66;340;2020
1363;74;27;73;340;2021
1364;94;69;57;341;2018
1365;73;74;97;341;2019
1366;86;62;85;341;2020
1367;93;57;83;341;2021
1368;81;57;42;342;2018
1369;101;51;80;342;2019
1370;79;47;78;342;2020
1371;65;46;93;342;2021
1372;38;32;61;343;2018
1373;32;36;45;343;2019
1374;32;43;30;343;2020
1375;39;44;33;343;2021
1376;59;83;66;344;2018
1377;73;77;54;344;2019
1378;60;93;83;344;2020
1379;56;98;61;344;2021
1380;55;57;74;345;2018
1381;48;46;41;345;2019
1382;60;41;58;345;2020
1383;55;38;50;345;2021
1384;81;83;64;346;2018
1385;81;103;86;346;2019
1386;79;120;97;346;2020
1387;91;123;96;346;2021
1388;80;42;27;347;2018
1389;84;50;85;347;2019
1390;98;48;83;347;2020
1391;104;39;79;347;2021
1392;63;41;50;348;2018
1393;57;40;66;348;2019
1394;51;42;50;348;2020
1395;49;44;52;348;2021
1396;57;37;37;349;2018
1397;44;46;71;349;2019
1398;35;50;48;349;2020
1399;28;43;31;349;2021
1400;53;34;54;350;2018
1401;57;42;63;350;2019
1402;70;39;54;350;2020
1403;70;43;55;350;2021
1404;58;33;39;351;2018
1405;59;27;50;351;2019
1406;56;27;53;351;2020
1407;69;22;66;351;2021
1408;46;68;35;352;2018
1409;43;55;52;352;2019
1410;42;61;35;352;2020
1411;52;69;50;352;2021
1412;38;69;40;353;2018
1413;29;79;34;353;2019
1414;34;66;34;353;2020
1415;37;50;36;353;2021
1416;83;33;36;354;2018
1417;101;32;100;354;2019
1418;80;35;126;354;2020
1419;77;32;62;354;2021
1420;29;35;52;355;2018
1421;26;36;28;355;2019
1422;21;38;24;355;2020
1423;18;45;21;355;2021
1424;35;37;32;356;2018
1425;43;30;41;356;2019
1426;38;31;44;356;2020
1427;39;29;36;356;2021
1428;74;39;85;357;2018
1429;65;43;73;357;2019
1430;65;33;57;357;2020
1431;52;34;54;357;2021
1432;34;37;80;358;2018
1433;30;29;37;358;2019
1434;34;29;31;358;2020
1435;42;30;28;358;2021
1436;58;82;77;359;2018
1437;72;81;50;359;2019
1438;79;74;64;359;2020
1439;94;85;68;359;2021
1440;83;51;32;360;2018
1441;102;50;101;360;2019
1442;126;61;127;360;2020
1443;152;52;117;360;2021
1444;73;35;32;361;2018
1445;91;32;70;361;2019
1446;69;36;71;361;2020
1447;86;33;59;361;2021
1448;27;58;63;362;2018
1449;21;44;25;362;2019
1450;22;34;24;362;2020
1451;19;40;24;362;2021
1452;27;74;51;363;2018
1453;21;64;25;363;2019
1454;22;50;18;363;2020
1455;21;57;25;363;2021
1456;92;64;40;364;2018
1457;84;78;86;364;2019
1458;92;95;86;364;2020
1459;71;80;106;364;2021
1460;35;41;31;365;2018
1461;31;35;34;365;2019
1462;28;29;38;365;2020
1463;22;31;28;365;2021
1464;23;58;62;366;2018
1465;26;63;23;366;2019
1466;23;75;27;366;2020
1467;27;59;24;366;2021
1468;46;57;80;367;2018
1469;44;69;57;367;2019
1470;53;72;54;367;2020
1471;58;85;65;367;2021
1472;41;44;35;368;2018
1473;32;51;48;368;2019
1474;26;40;37;368;2020
1475;27;38;24;368;2021
1476;44;68;30;369;2018
1477;39;51;48;369;2019
1478;46;39;30;369;2020
1479;44;33;45;369;2021
1480;79;34;88;370;2018
1481;90;37;97;370;2019
1482;72;44;85;370;2020
1483;58;46;68;370;2021
1484;41;67;88;371;2018
1485;33;78;32;371;2019
1486;37;88;27;371;2020
1487;29;85;34;371;2021
1488;40;43;60;372;2018
1489;46;52;37;372;2019
1490;49;43;41;372;2020
1491;38;42;52;372;2021
1492;64;62;50;373;2018
1493;73;50;79;373;2019
1494;63;43;79;373;2020
1495;64;42;64;373;2021
1496;55;79;62;374;2018
1497;42;86;51;374;2019
1498;51;66;51;374;2020
1499;50;53;63;374;2021
1500;36;37;34;375;2018
1501;43;40;41;375;2019
1502;50;39;47;375;2020
1503;38;41;57;375;2021
1504;43;51;37;376;2018
1505;38;50;48;376;2019
1506;37;39;47;376;2020
1507;31;29;42;376;2021
1508;81;40;28;377;2018
1509;74;40;61;377;2019
1510;56;42;76;377;2020
1511;70;45;67;377;2021
1512;38;42;59;378;2018
1513;33;47;32;378;2019
1514;26;57;32;378;2020
1515;28;46;22;378;2021
1516;65;58;45;379;2018
1517;68;47;77;379;2019
1518;52;51;57;379;2020
1519;62;43;54;379;2021
1520;41;40;35;380;2018
1521;44;32;48;380;2019
1522;38;29;33;380;2020
1523;39;34;36;380;2021
1524;39;29;34;381;2018
1525;41;34;34;381;2019
1526;42;41;48;381;2020
1527;44;41;47;381;2021
1528;86;75;81;382;2018
1529;75;58;100;382;2019
1530;74;50;63;382;2020
1531;87;38;79;382;2021
1532;34;73;61;383;2018
1533;36;60;30;383;2019
1534;36;49;32;383;2020
1535;35;59;39;383;2021
1536;41;36;34;384;2018
1537;42;43;45;384;2019
1538;44;40;49;384;2020
1539;41;44;42;384;2021
1540;57;68;35;385;2018
1541;53;71;70;385;2019
1542;57;60;46;385;2020
1543;57;56;61;385;2021
1544;24;39;66;386;2018
1545;21;35;22;386;2019
1546;26;29;25;386;2020
1547;22;23;20;386;2021
1548;45;33;45;387;2018
1549;55;41;54;387;2019
1550;46;44;42;387;2020
1551;53;46;46;387;2021
1552;54;81;56;388;2018
1553;66;74;63;388;2019
1554;66;67;80;388;2020
1555;67;74;62;388;2021
1556;63;36;51;389;2018
1557;70;41;55;389;2019
1558;80;39;59;389;2020
1559;88;41;62;389;2021
1560;55;53;49;390;2018
1561;45;65;66;390;2019
1562;37;77;51;390;2020
1563;30;95;46;390;2021
1564;60;49;36;391;2018
1565;59;56;68;391;2019
1566;68;52;50;391;2020
1567;55;51;66;391;2021
1568;47;28;65;392;2018
1569;42;31;42;392;2019
1570;38;34;34;392;2020
1571;41;36;34;392;2021
1572;47;34;79;393;2018
1573;35;32;40;393;2019
1574;43;33;39;393;2020
1575;44;33;52;393;2021
1576;60;39;37;394;2018
1577;66;44;69;394;2019
1578;63;53;61;394;2020
1579;55;49;73;394;2021
1580;72;60;61;395;2018
1581;82;62;62;395;2019
1582;79;52;65;395;2020
1583;97;48;72;395;2021
1584;61;34;45;396;2018
1585;68;26;61;396;2019
1586;70;32;75;396;2020
1587;85;40;54;396;2021
1588;26;28;51;397;2018
1589;22;27;24;397;2019
1590;19;21;22;397;2020
1591;16;21;20;397;2021
1592;46;32;47;398;2018
1593;50;30;48;398;2019
1594;59;34;47;398;2020
1595;55;26;58;398;2021
1596;49;60;33;399;2018
1597;56;68;60;399;2019
1598;61;55;46;399;2020
1599;57;62;59;399;2021
1600;77;50;33;400;2018
1601;79;57;66;400;2019
1602;68;64;84;400;2020
1603;74;61;72;400;2021
1604;45;28;37;401;2018
1605;35;33;47;401;2019
1606;37;29;42;401;2020
1607;41;28;45;401;2021
1608;30;54;28;402;2018
1609;24;42;36;402;2019
1610;20;33;19;402;2020
1611;21;29;17;402;2021
1612;78;62;28;403;2018
1613;63;57;65;403;2019
1614;76;70;74;403;2020
1615;65;58;91;403;2021
1616;57;39;83;404;2018
1617;56;29;51;404;2019
1618;60;35;61;404;2020
1619;61;30;62;404;2021
1620;33;76;88;405;2018
1621;25;83;28;405;2019
1622;21;77;29;405;2020
1623;24;76;18;405;2021
1624;41;67;50;406;2018
1625;37;84;51;406;2019
1626;39;78;29;406;2020
1627;42;87;45;406;2021
1628;42;46;51;407;2018
1629;40;51;44;407;2019
1630;32;40;50;407;2020
1631;27;33;30;407;2021
1632;75;35;47;408;2018
1633;57;26;84;408;2019
1634;68;22;63;408;2020
1635;56;20;56;408;2021
1636;61;63;58;409;2018
1637;56;74;62;409;2019
1638;52;57;64;409;2020
1639;40;57;61;409;2021
1640;78;62;65;410;2018
1641;61;65;91;410;2019
1642;69;53;65;410;2020
1643;58;49;62;410;2021
1644;75;74;29;411;2018
1645;57;92;92;411;2019
1646;54;112;60;411;2020
1647;51;113;61;411;2021
1648;86;30;83;412;2018
1649;80;34;99;412;2019
1650;67;35;99;412;2020
1651;56;28;76;412;2021
1652;77;30;71;413;2018
1653;60;26;82;413;2019
1654;67;24;74;413;2020
1655;64;22;50;413;2021
1656;52;34;28;414;2018
1657;41;42;56;414;2019
1658;47;52;38;414;2020
1659;53;50;48;414;2021
1660;47;37;52;415;2018
1661;38;43;57;415;2019
1662;35;46;36;415;2020
1663;42;37;31;415;2021
1664;24;79;43;416;2018
1665;29;86;24;416;2019
1666;22;67;30;416;2020
1667;22;77;21;416;2021
1668;35;35;59;417;2018
1669;33;27;41;417;2019
1670;36;21;38;417;2020
1671;42;21;43;417;2021
1672;53;36;64;418;2018
1673;59;30;57;418;2019
1674;57;29;69;418;2020
1675;68;35;47;418;2021
1676;48;79;40;419;2018
1677;59;68;55;419;2019
1678;44;75;66;419;2020
1679;49;57;45;419;2021
1680;42;75;44;420;2018
1681;37;83;37;420;2019
1682;36;90;44;420;2020
1683;29;78;28;420;2021
1684;41;37;60;421;2018
1685;50;33;40;421;2019
1686;44;39;40;421;2020
1687;53;46;54;421;2021
1688;42;50;42;422;2018
1689;42;57;32;422;2019
1690;32;71;41;422;2020
1691;30;74;29;422;2021
1692;38;50;62;423;2018
1693;45;51;30;423;2019
1694;41;49;35;423;2020
1695;40;43;47;423;2021
1696;34;78;63;424;2018
1697;37;69;34;424;2019
1698;37;81;35;424;2020
1699;46;61;37;424;2021
1700;48;52;90;425;2018
1701;46;53;38;425;2019
1702;52;57;41;425;2020
1703;60;53;46;425;2021
1704;33;42;74;426;2018
1705;34;36;31;426;2019
1706;40;30;31;426;2020
1707;40;34;42;426;2021
1708;46;48;55;427;2018
1709;46;52;46;427;2019
1710;51;48;49;427;2020
1711;60;54;44;427;2021
1712;37;60;43;428;2018
1713;30;70;40;428;2019
1714;35;59;33;428;2020
1715;33;55;30;428;2021
1716;38;63;42;429;2018
1717;39;58;35;429;2019
1718;33;60;30;429;2020
1719;32;70;28;429;2021
1720;29;41;35;430;2018
1721;23;50;25;430;2019
1722;28;39;20;430;2020
1723;33;40;29;430;2021
1724;78;37;53;431;2018
1725;67;46;93;431;2019
1726;76;50;66;431;2020
1727;86;61;66;431;2021
1728;33;76;44;432;2018
1729;26;71;35;432;2019
1730;24;65;26;432;2020
1731;28;56;30;432;2021
1732;86;59;46;433;2018
1733;92;46;101;433;2019
1734;85;44;102;433;2020
1735;106;52;102;433;2021
1736;27;49;44;434;2018
1737;28;37;32;434;2019
1738;23;37;22;434;2020
1739;27;43;28;434;2021
1740;64;30;36;435;2018
1741;60;37;67;435;2019
1742;59;29;53;435;2020
1743;55;24;68;435;2021
1744;46;38;44;436;2018
1745;49;44;38;436;2019
1746;39;46;61;436;2020
1747;33;35;40;436;2021
1748;70;37;32;437;2018
1749;78;46;63;437;2019
1750;84;53;63;437;2020
1751;91;40;64;437;2021
1752;35;49;61;438;2018
1753;31;48;34;438;2019
1754;35;50;27;438;2020
1755;34;54;36;438;2021
1756;76;36;36;439;2018
1757;91;36;68;439;2019
1758;110;41;103;439;2020
1759;114;50;111;439;2021
1760;26;46;86;440;2018
1761;27;56;24;440;2019
1762;21;45;33;440;2020
1763;25;45;21;440;2021
1764;35;32;88;441;2018
1765;40;25;38;441;2019
1766;42;28;33;441;2020
1767;46;22;37;441;2021
1768;25;57;48;442;2018
1769;19;63;21;442;2019
1770;16;51;20;442;2020
1771;20;59;13;442;2021
1772;35;64;37;443;2018
1773;40;61;44;443;2019
1774;32;68;41;443;2020
1775;36;74;25;443;2021
1776;37;35;71;444;2018
1777;42;36;43;444;2019
1778;32;42;42;444;2020
1779;29;37;36;444;2021
1780;43;37;25;445;2018
1781;53;34;44;445;2019
1782;51;34;46;445;2020
1783;40;38;40;445;2021
1784;36;70;52;446;2018
1785;42;74;42;446;2019
1786;50;82;41;446;2020
1787;44;83;51;446;2021
1788;55;33;52;447;2018
1789;51;25;59;447;2019
1790;40;24;50;447;2020
1791;47;30;48;447;2021
1792;31;72;27;448;2018
1793;31;54;31;448;2019
1794;32;56;36;448;2020
1795;33;70;35;448;2021
1796;42;37;88;449;2018
1797;34;44;47;449;2019
1798;35;39;28;449;2020
1799;43;42;36;449;2021
1800;35;34;28;450;2018
1801;38;29;39;450;2019
1802;41;36;44;450;2020
1803;35;31;49;450;2021
1804;57;34;84;451;2018
1805;44;33;66;451;2019
1806;53;27;42;451;2020
1807;58;24;65;451;2021
1808;61;66;37;452;2018
1809;71;57;65;452;2019
1810;75;49;61;452;2020
1811;91;52;92;452;2021
1812;76;35;76;453;2018
1813;64;33;82;453;2019
1814;76;37;79;453;2020
1815;60;31;59;453;2021
1816;50;71;58;454;2018
1817;47;85;54;454;2019
1818;39;79;47;454;2020
1819;42;86;31;454;2021
1820;41;31;42;455;2018
1821;49;35;47;455;2019
1822;60;33;46;455;2020
1823;47;31;62;455;2021
1824;42;60;52;456;2018
1825;45;56;51;456;2019
1826;54;66;39;456;2020
1827;56;71;49;456;2021
1828;71;33;26;457;2018
1829;58;40;87;457;2019
1830;66;48;61;457;2020
1831;77;48;52;457;2021
1832;77;38;37;458;2018
1833;70;47;60;458;2019
1834;53;37;56;458;2020
1835;45;30;49;458;2021
1836;25;34;55;459;2018
1837;29;39;20;459;2019
1838;33;45;28;459;2020
1839;25;48;35;459;2021
1840;34;53;56;460;2018
1841;32;63;28;460;2019
1842;37;48;34;460;2020
1843;40;46;28;460;2021
1844;59;54;63;461;2018
1845;65;42;68;461;2019
1846;70;46;68;461;2020
1847;66;54;56;461;2021
1848;51;67;90;462;2018
1849;45;81;58;462;2019
1850;51;98;55;462;2020
1851;54;90;51;462;2021
1852;34;60;64;463;2018
1853;29;62;34;463;2019
1854;25;64;30;463;2020
1855;19;73;25;463;2021
1856;34;52;54;464;2018
1857;27;51;39;464;2019
1858;26;41;28;464;2020
1859;24;37;25;464;2021
1860;47;83;58;465;2018
1861;53;69;49;465;2019
1862;47;62;60;465;2020
1863;55;51;42;465;2021
1864;47;55;38;466;2018
1865;54;57;53;466;2019
1866;65;51;64;466;2020
1867;56;52;67;466;2021
1868;37;41;78;467;2018
1869;32;46;40;467;2019
1870;25;35;33;467;2020
1871;28;32;26;467;2021
1872;44;65;61;468;2018
1873;51;56;50;468;2019
1874;40;46;47;468;2020
1875;35;49;34;468;2021
1876;55;39;30;469;2018
1877;62;34;53;469;2019
1878;75;29;48;469;2020
1879;76;24;85;469;2021
1880;41;53;50;470;2018
1881;47;54;39;470;2019
1882;51;47;58;470;2020
1883;63;36;63;470;2021
1884;65;42;67;471;2018
1885;61;37;78;471;2019
1886;58;33;74;471;2020
1887;72;29;52;471;2021
1888;35;60;88;472;2018
1889;27;52;32;472;2019
1890;24;50;20;472;2020
1891;25;59;26;472;2021
1892;44;80;31;473;2018
1893;34;100;50;473;2019
1894;33;83;30;473;2020
1895;36;92;27;473;2021
1896;80;35;41;474;2018
1897;79;43;95;474;2019
1898;70;39;91;474;2020
1899;70;42;56;474;2021
1900;37;62;63;475;2018
1901;36;57;40;475;2019
1902;38;48;31;475;2020
1903;39;38;45;475;2021
1904;34;33;46;476;2018
1905;33;26;35;476;2019
1906;40;30;34;476;2020
1907;31;27;41;476;2021
1908;59;43;53;477;2018
1909;46;53;73;477;2019
1910;47;65;42;477;2020
1911;37;49;59;477;2021
1912;32;41;46;478;2018
1913;32;33;25;478;2019
1914;26;32;26;478;2020
1915;27;25;25;478;2021
1916;30;78;52;479;2018
1917;29;73;28;479;2019
1918;27;90;24;479;2020
1919;29;107;26;479;2021
1920;25;50;60;480;2018
1921;27;58;28;480;2019
1922;32;62;28;480;2020
1923;36;49;28;480;2021
1924;60;32;40;481;2018
1925;64;29;45;481;2019
1926;53;26;63;481;2020
1927;41;23;51;481;2021
1928;92;40;50;482;2018
1929;115;38;102;482;2019
1930;112;40;141;482;2020
1931;131;46;125;482;2021
1932;40;54;66;483;2018
1933;43;57;34;483;2019
1934;52;48;37;483;2020
1935;53;43;57;483;2021
1936;59;43;64;484;2018
1937;73;52;73;484;2019
1938;68;60;72;484;2020
1939;83;50;68;484;2021
1940;43;41;34;485;2018
1941;37;40;43;485;2019
1942;46;36;43;485;2020
1943;39;31;54;485;2021
1944;30;69;57;486;2018
1945;37;74;37;486;2019
1946;41;65;34;486;2020
1947;34;64;35;486;2021
1948;61;71;63;487;2018
1949;57;75;63;487;2019
1950;46;71;63;487;2020
1951;52;84;42;487;2021
1952;66;78;69;488;2018
1953;76;92;77;488;2019
1954;67;102;58;488;2020
1955;74;87;67;488;2021
1956;62;76;51;489;2018
1957;59;88;72;489;2019
1958;64;76;53;489;2020
1959;56;75;49;489;2021
1960;92;64;56;490;2018
1961;95;56;103;490;2019
1962;89;48;116;490;2020
1963;70;46;88;490;2021
1964;59;50;75;491;2018
1965;59;47;46;491;2019
1966;68;49;60;491;2020
1967;57;60;82;491;2021
1968;24;54;81;492;2018
1969;29;49;28;492;2019
1970;25;59;28;492;2020
1971;21;52;28;492;2021
1972;67;41;82;493;2018
1973;62;42;72;493;2019
1974;65;48;65;493;2020
1975;62;43;77;493;2021
1976;57;78;37;494;2018
1977;53;67;68;494;2019
1978;62;82;51;494;2020
1979;48;97;56;494;2021
1980;41;70;54;495;2018
1981;38;55;48;495;2019
1982;45;57;39;495;2020
1983;41;69;40;495;2021
1984;67;79;79;496;2018
1985;74;68;72;496;2019
1986;61;76;92;496;2020
1987;58;81;47;496;2021
1988;30;37;72;497;2018
1989;29;41;32;497;2019
1990;25;33;29;497;2020
1991;22;31;31;497;2021
1992;89;68;54;498;2018
1993;75;52;70;498;2019
1994;89;62;72;498;2020
1995;76;74;80;498;2021
1996;60;77;62;499;2018
1997;64;84;69;499;2019
1998;57;90;59;499;2020
1999;68;82;63;499;2021
2000;39;63;76;500;2018
2001;42;77;42;500;2019
2002;46;92;36;500;2020
2003;53;107;35;500;2021
2004;64;41;73;501;2018
2005;54;32;73;501;2019
2006;62;27;51;501;2020
2007;51;25;60;501;2021
2008;35;75;52;502;2018
2009;33;92;43;502;2019
2010;41;107;32;502;2020
2011;36;103;42;502;2021
2012;57;45;69;503;2018
2013;45;43;56;503;2019
2014;47;34;34;503;2020
2015;47;36;51;503;2021
2016;50;46;36;504;2018
2017;60;54;57;504;2019
2018;57;45;66;504;2020
2019;45;53;70;504;2021
2020;64;36;40;505;2018
2021;72;42;55;505;2019
